default_payment_next_month,limit_bal,age,limit_used_sep,score_3mo,score_6mo,bill_amt_sep,bill_amt_aug,bill_amt_jul,bill_amt_jun,bill_amt_may,bill_amt_apr,pay_amt_sep,pay_amt_aug,pay_amt_jul,pay_amt_jun,pay_amt_may,pay_amt_apr,id,sex,education,marital_status,pay_sep,pay_aug,pay_jul,pay_jun,pay_may,pay_apr,pay_mode3,pay_mode3_cat,pay_sep_cat,pay_aug_cat,pay_jul_cat,pay_jun_cat,pay_may_cat,pay_apr_cat,age_cat
0,100000,30,-4e-05,0,0,-4,-4,-4,-4,-4,-4,0,0,0,0,0,0,6236,2,2,2,1,-2,-2,-2,-2,-2,-2,-1,1,-1,-1,-1,-1,-1,30-39
0,380000,42,0.011518421052631579,-1,-1,4377,-3,3885,0,1140,505,0,3888,0,1140,505,0,6237,1,1,1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,40-49
1,210000,30,0.1566809523809524,0,0,32903,33275,34174,34141,34456,34737,1600,1846,1209,1248,1247,1212,6238,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-39
1,10000,27,0.8257,0,0,8257,7995,4878,5444,2639,2697,2000,1100,600,300,300,1000,6239,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,500000,44,0.183436,0,0,91718,93338,96781,98274,100528,102748,4000,5000,4000,4000,4091,6169,6240,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40-49
1,240000,37,0.4933416666666667,1,1,118402,119764,72050,0,0,0,5598,4000,0,0,0,0,6241,2,1,1,2,0,0,0,-2,-2,0,0,1,0,0,0,-1,-1,30-39
0,270000,29,0.8425148148148148,0,0,227479,181629,185614,189524,193971,199763,7000,7000,7000,7500,9000,10000,6242,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,50000,25,0.42012,0,0,21006,18851,19722,19644,18687,18033,4788,1532,1002,1006,2004,2309,6243,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,120000,36,0.701425,0,0,84171,76025,78068,78589,77213,82567,3438,4000,12242,0,6894,0,6244,2,1,2,0,0,0,0,2,2,0,0,0,0,0,0,1,1,30-39
0,260000,28,0.4862230769230769,0,0,126418,129214,131933,134482,135772,138229,6000,5200,5000,5000,5000,5000,6246,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,360000,38,0.022152777777777775,-1,-1,7975,4062,1914,4877,2100,3602,4062,1914,4877,2100,3602,9452,6247,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30-39
0,210000,30,0.0,0,0,0,795,588,1488,609,768,795,588,1488,609,768,588,6248,2,1,2,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,30-39
0,40000,36,0.871775,0,1,34871,37999,37089,39464,38698,40051,3700,0,3000,0,2000,800,6250,1,2,1,0,0,2,2,2,0,0,0,0,0,1,1,1,0,30-39
0,10000,27,0.6691,0,0,6691,7723,17734,9081,8877,9261,1142,1286,500,320,529,500,6251,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
1,120000,43,0.0,-2,-2,0,999,0,0,0,0,999,0,0,0,0,0,6252,2,2,1,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,40-49
0,200000,43,0.007175,-1,-1,1435,1270,3783,2522,1261,1436,1270,4000,0,0,1436,1261,6253,1,3,1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,-1,40-49
0,80000,37,0.0185,-1,-1,1480,3832,898,425,0,2791,3832,898,425,0,2791,0,6254,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30-39
0,60000,27,0.20321666666666666,0,0,12193,13983,15746,17486,17067,17255,2000,2000,2000,0,620,1710,6255,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,20-29
1,130000,39,0.3848692307692308,2,2,50033,52440,52993,51546,52663,53737,3500,2000,0,2100,2100,2200,6256,2,2,2,2,2,2,2,0,0,2,1,1,1,1,1,0,0,30-39
0,100000,29,0.17848,0,0,17848,19032,19664,16407,15068,40794,1775,1407,328,935,42000,1500,6257,2,2,2,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,20-29
0,20000,45,0.16065,0,0,3213,4308,4093,4866,6781,7668,1300,0,1000,2000,1000,0,6258,1,2,1,-1,2,2,0,0,0,2,1,-1,1,1,0,0,0,40-49
0,460000,34,0.09860434782608696,0,0,45358,42991,45848,50875,56479,50889,2613,7021,10019,10051,10046,5016,6259,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-39
0,80000,32,1.02765,1,0,82212,79682,28242,21400,0,0,7,1200,1408,0,0,0,6260,1,2,2,1,2,0,0,0,-2,1,1,1,1,0,0,0,-1,30-39
0,80000,26,0.9310875,0,0,74487,76126,69856,48816,48476,48448,7576,3000,1800,1800,2000,2000,6261,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,240000,28,0.8743666666666666,0,0,209848,214477,218142,195913,197823,189111,10000,9000,7000,7000,6625,7000,6262,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,200000,38,0.48791999999999996,0,0,97584,75187,72556,63524,49914,18068,3600,2500,3000,2000,2000,2000,6263,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-39
0,230000,29,0.0008695652173913044,-2,-2,200,840,0,3458,499,5180,840,0,3458,499,5180,0,6264,1,2,2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,20-29
0,260000,53,0.003180769230769231,0,1,827,827,827,827,755,-72,827,827,827,755,0,1726,6265,2,1,1,2,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,50-59
0,90000,38,0.9862,0,0,88758,89680,89876,49922,46302,45430,3900,3487,1629,4000,3000,813,6266,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-39
1,120000,29,0.7281333333333333,1,1,87376,85135,86024,91380,93263,95079,0,3200,6800,3500,3500,0,6269,1,2,2,1,2,0,0,2,2,1,1,1,1,0,0,1,1,20-29
0,400000,27,0.00035,0,0,140,140,12527,12640,14805,238,140,12527,253,2305,238,238,6270,2,1,2,1,-2,-1,0,0,-1,1,1,1,-1,-1,0,0,-1,20-29
0,50000,55,0.5008600000000001,0,0,25043,26411,27451,19431,19837,20232,1775,1815,695,719,724,750,6271,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50-59
0,70000,26,0.9985714285714286,0,0,69900,67591,68338,26916,27480,28043,2506,1925,1000,997,1020,1100,6273,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,210000,30,0.3123809523809524,0,0,65600,63396,64150,66135,70118,67254,2300,3000,3000,5000,0,3000,6274,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,30-39
0,140000,39,0.007192857142857144,-1,-1,1007,3680,4214,3790,3357,3426,3685,4214,76,67,69,1376,6275,2,2,1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,0,0,0,30-39
0,290000,50,0.003203448275862069,-1,-1,929,1729,0,0,0,0,1732,0,0,0,0,335,6276,1,2,1,-1,-1,-1,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,50-59
0,30000,32,0.9430666666666668,0,0,28292,30494,28317,16454,450,1400,3000,1431,483,0,700,0,6277,1,3,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,30-39
1,110000,32,0.5334454545454546,1,1,58679,56871,56279,24271,52040,25453,1210,2056,1200,2300,0,1000,6278,2,1,2,1,2,0,0,0,2,1,1,1,1,0,0,0,1,30-39
0,20000,54,0.48885,0,1,9777,10140,9360,9833,9153,9116,2000,1000,1000,0,500,500,6279,2,3,2,0,0,2,2,2,0,0,0,0,0,1,1,1,0,50-59
0,220000,36,0.6207090909090909,0,0,136556,139453,142295,145127,148159,151462,5100,5163,5196,5372,5761,5396,6280,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-39
0,180000,36,0.003788888888888889,-1,-1,682,0,0,1012,0,669,0,0,1012,0,669,0,6281,2,2,1,-1,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30-39
1,30000,26,0.8633,3,2,25899,25177,22768,18600,0,0,0,600,800,0,0,0,6282,1,1,2,4,3,2,0,0,-2,4,1,1,1,1,0,0,-1,20-29
0,50000,31,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6283,2,2,2,1,-2,-2,-2,-2,-2,-2,-1,1,-1,-1,-1,-1,-1,30-39
0,150000,29,0.25783333333333336,0,-1,38675,0,0,0,0,0,0,0,0,0,0,0,6284,1,3,1,0,0,-2,-2,-2,-2,0,0,0,0,-1,-1,-1,-1,20-29
0,150000,32,0.20464666666666667,0,0,30697,40139,49410,58549,67560,86315,10000,10000,10000,10000,20000,1718,6285,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-39
0,140000,30,0.6001,2,1,84014,85107,82532,81236,78306,72173,3300,0,6500,0,3000,3000,6286,1,3,2,1,3,2,2,2,0,1,1,1,1,1,1,1,0,30-39
0,80000,48,0.993975,0,0,79518,77757,32325,25670,30089,29395,2264,1420,1002,6005,2000,970,6287,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40-49
0,200000,33,0.528875,0,0,105775,88262,69596,32709,31816,33368,3493,2536,1065,10020,6097,5022,6288,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-39
0,400000,44,0.011205,-1,-1,4482,-10,1903,850,808,775,0,1913,850,808,775,380,6289,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40-49
0,130000,28,1.0446538461538462,2,1,135805,125973,95602,91328,93099,95825,75,3369,3423,3400,4275,2307,6290,2,2,1,2,2,0,0,0,0,2,1,1,1,0,0,0,0,20-29
0,50000,22,0.77208,0,0,38604,36684,33826,30387,28850,29022,1575,1757,1047,1042,1036,1039,6291,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
1,190000,51,0.4563842105263158,0,0,86713,75143,43487,34904,108419,75455,3359,13487,1414,40710,43406,2773,6292,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50-59
1,470000,40,0.03668723404255319,0,0,17243,14722,15270,15615,16261,16969,1243,1300,600,900,1000,1324,6293,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40-49
0,280000,55,0.008307142857142857,-1,0,2326,4917,4906,4707,2254,5375,4917,2453,2254,0,5375,1165,6294,1,1,1,-1,-1,0,0,2,-1,-1,-1,-1,-1,0,0,1,-1,50-59
0,460000,26,0.04073478260869565,-1,-1,18738,16345,20246,9936,10833,21169,16447,20373,10018,12387,21865,13898,6295,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20-29
0,340000,32,0.4977823529411765,0,0,169246,100967,102819,105477,107454,110419,6000,4500,5000,4000,5000,4000,6296,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-39
0,110000,27,0.9413636363636364,0,0,103550,105089,107164,105988,108617,103497,6000,6000,4000,5000,4000,4000,6297,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,440000,27,0.057168181818181826,0,0,25154,27028,29098,21447,13547,16008,10011,5052,3163,5010,5000,5000,6298,2,2,2,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,20-29
0,90000,23,0.03822222222222222,-2,-2,3440,6140,5812,13955,22687,15621,6140,5812,13955,22687,15621,2540,6299,2,2,2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,20-29
0,70000,24,0.9130285714285714,-2,-2,63912,53137,45078,6823,28989,29059,2400,2000,1000,30848,975,863,6300,2,2,2,-2,-2,-2,-1,-1,0,-2,-1,-1,-1,-1,-1,-1,0,20-29
0,30000,24,0.2378,2,1,7134,7872,9528,9725,9427,10118,1000,1800,500,0,1000,0,6301,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,20-29
0,120000,49,0.032525,0,0,3903,2246,3040,0,0,0,1300,1000,0,0,0,0,6302,2,2,2,0,0,0,0,-2,-2,0,0,0,0,0,0,-1,-1,40-49
0,300000,27,0.042506666666666665,-1,-1,12752,9314,26887,23981,19378,12759,9314,27187,13981,9378,12759,16980,6303,2,2,2,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,-1,20-29
0,60000,25,0.2718833333333333,0,0,16313,10253,7735,6923,7035,9175,5000,3000,2000,2000,4000,800,6304,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
1,180000,36,0.0005555555555555557,-1,-1,100,100,109,1863,1763,591,100,109,3626,0,907,1208,6305,1,2,2,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,30-39
1,30000,43,0.5925,2,1,17775,18688,21488,20847,21162,21809,1500,3433,0,800,1000,1000,6306,2,1,2,1,2,2,2,0,0,2,1,1,1,1,1,0,0,40-49
0,360000,35,0.04388333333333334,-1,-1,15798,16630,15687,38750,15802,15730,16713,15766,38944,15881,15809,30594,6307,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30-39
0,150000,49,0.10314666666666666,-2,-2,15472,14860,19601,13262,14329,34193,14877,19608,13280,14329,34193,7880,6308,1,1,1,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,40-49
0,70000,28,0.2905,0,0,20335,21699,22460,20345,42123,19852,2000,1500,3000,721,1200,2000,6309,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,150000,44,0.4130066666666667,0,0,61951,55504,22050,17360,17360,12000,15000,1200,0,0,0,0,6310,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40-49
0,440000,33,0.0,-2,-2,0,0,0,0,0,100,0,0,0,0,100,300,6311,2,1,1,-2,-2,-2,-2,-2,-1,-2,-1,-1,-1,-1,-1,-1,-1,30-39
0,360000,29,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6314,1,1,2,1,-2,-2,-2,-2,-2,-2,-1,1,-1,-1,-1,-1,-1,20-29
0,140000,28,0.9491428571428572,0,0,132880,133904,134552,135151,136327,136647,6400,7000,5000,5200,5100,5000,6315,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
1,10000,24,0.4216,0,0,4216,6476,6224,6347,12856,8078,2500,0,227,239,3412,0,6316,1,1,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,20-29
0,200000,32,0.0129,-2,-2,2580,-35,3519,1846,1330,14470,0,3554,1855,1337,14542,2955,6317,2,1,2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,30-39
0,210000,35,0.6123571428571428,0,0,128595,131627,136428,54058,55398,56698,4606,6815,1800,2000,2000,2000,6318,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-39
1,20000,27,0.68735,1,1,13747,15020,16059,16081,17423,17695,1500,1600,580,1600,700,0,6319,1,2,2,2,0,0,0,0,2,0,0,1,0,0,0,0,1,20-29
0,240000,44,0.0175875,-1,-1,4221,2188,2701,2427,1104,2362,2188,2701,2427,1104,2362,519,6320,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40-49
0,450000,38,0.024382222222222225,-2,-2,10972,15005,13887,17255,17515,0,15008,1200,5255,4566,0,3648,6322,2,2,1,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,30-39
0,60000,40,0.40826666666666667,-1,-1,24496,20329,15219,16158,14295,10930,20391,1200,3658,0,10930,11677,6323,2,3,2,-1,-1,0,0,0,-1,-1,-1,-1,-1,0,0,0,-1,40-49
0,100000,30,0.58335,0,0,58335,56745,56058,51573,47665,43756,2801,2300,1613,1594,1654,1222,6324,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-39
0,50000,51,0.01272,-1,-1,636,2228,3287,4843,6379,6878,4600,1500,2000,2000,1000,3000,6326,1,3,1,-1,-1,0,0,0,0,-1,-1,-1,-1,0,0,0,0,50-59
0,80000,35,0.0124625,-1,-1,997,40297,6597,665,10117,0,40297,6597,3465,10117,0,665,6327,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30-39
1,20000,22,0.28715,2,2,5743,7487,8114,7835,8605,10948,2000,900,0,900,2500,0,6328,2,2,2,2,2,2,2,0,0,2,1,1,1,1,1,0,0,20-29
0,500000,43,0.282646,0,0,141323,143548,146487,139155,142337,145411,5000,5015,5000,5000,5000,5000,6329,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40-49
0,140000,31,0.5076142857142857,0,0,71066,55271,50706,48847,47437,42576,2042,1958,1501,1619,1514,1553,6330,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-39
1,50000,24,0.8649399999999999,1,1,43247,45036,44384,19524,35268,16099,3000,1300,642,612,1192,600,6332,1,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,20-29
1,170000,60,1.0021117647058824,0,0,170359,178514,98196,100108,95629,89472,11700,3600,3500,3500,3300,3500,6333,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60 up
0,220000,44,0.6219909090909089,0,0,136838,142250,149864,155828,178160,175140,10000,10000,10000,25000,0,20000,6334,2,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,40-49
1,70000,33,0.9137571428571428,2,2,63963,65350,66279,70580,69180,70392,3000,2600,6000,0,2500,1165,6335,2,2,1,2,2,2,2,3,2,2,1,1,1,1,1,1,1,30-39
0,360000,34,0.339425,0,0,122193,109382,109845,105271,96644,94973,5004,4031,3082,7018,2755,1813,6336,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-39
0,430000,29,0.08089534883720931,0,0,34785,0,18518,16574,12215,6660,0,18518,5,244,1038,41500,6337,2,1,2,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,20-29
0,20000,26,1.00775,1,1,20155,10356,556,20897,20438,20325,0,600,20900,1,805,752,6338,1,3,2,2,2,-1,-1,2,0,2,1,1,1,-1,-1,1,0,20-29
0,200000,53,0.00392,-1,-1,784,1972,2577,2652,-6,1279,1188,2581,1013,0,1285,0,6339,2,3,2,-1,0,-1,0,0,-1,-1,-1,-1,0,-1,0,0,-1,50-59
0,200000,35,0.00996,-1,-1,1992,8287,9427,2040,16338,2076,8290,9427,2240,16000,2076,833,6340,2,2,3,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,30-39
0,80000,25,0.9800125,0,0,78401,76930,77977,58469,58722,59770,3562,3112,2076,2279,2175,2300,6341,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,130000,35,0.5967538461538462,1,1,77578,79724,81221,34289,38550,40600,4000,3500,5000,5000,3000,9900,6342,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,30-39
0,150000,49,0.04225333333333333,-1,-1,6338,8460,1682,7898,3336,975,8470,1682,7898,3336,975,0,6343,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40-49
1,150000,53,0.1186,2,2,17790,18209,18608,20294,19828,20396,1000,1000,2000,0,900,2000,6344,1,3,1,2,2,2,2,2,0,2,1,1,1,1,1,1,0,50-59
1,190000,27,0.02466315789473684,2,1,4686,5459,6214,7104,8973,10809,1000,1000,1000,2000,2000,2000,6345,2,2,2,2,2,2,0,0,0,2,1,1,1,1,0,0,0,20-29
1,450000,36,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6346,2,2,2,1,-2,-2,-2,-2,-2,-2,-1,1,-1,-1,-1,-1,-1,30-39
0,80000,31,0.004875,-1,-1,390,390,390,390,780,390,390,390,390,780,0,0,6347,2,2,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,30-39
0,260000,31,0.3164384615384616,1,0,82274,80426,78536,94069,92447,95925,0,0,17000,0,5015,4293,6348,2,2,2,-1,3,2,2,2,0,-1,-1,-1,1,1,1,1,0,30-39
1,80000,34,0.7802875,2,2,62423,63827,64682,65614,67007,68349,3000,2500,2600,2600,2600,2000,6349,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,30-39
0,500000,39,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6350,1,1,1,1,-2,-2,-2,-2,-2,-2,-1,1,-1,-1,-1,-1,-1,30-39
0,260000,43,0.00029230769230769235,-1,-1,76,773,0,1703,329,248,826,0,1703,329,248,702,6351,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40-49
1,260000,30,0.3619769230769231,1,1,94114,96689,101023,93738,96218,102547,5000,6000,5000,4000,8000,5000,6352,2,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,30-39
0,50000,33,0.49893999999999994,3,2,24947,24529,23840,22790,23001,24557,249,0,0,1500,2100,0,6353,1,1,2,2,4,3,2,0,0,2,1,1,1,1,1,0,0,30-39
0,360000,46,-2.2222222222222227e-05,0,0,-8,859,-820,-813,-2292,-2292,867,0,7,0,0,0,6354,2,1,1,1,-1,-1,-2,-2,-2,-1,-1,1,-1,-1,-1,-1,-1,40-49
0,170000,53,-0.001176470588235294,-2,-2,-200,-200,-200,0,2769,0,0,0,200,2769,0,0,6355,2,1,2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,50-59
0,120000,34,0.0,0,0,0,0,369,0,7490,941,0,369,55,7490,941,280,6356,2,2,1,1,-2,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,30-39
0,50000,26,0.1039,0,0,5195,15371,14163,15517,14685,14016,15387,1500,2000,1000,2000,2000,6357,2,2,1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,20-29
1,50000,40,0.0093,0,0,465,465,760,1360,518,3518,0,760,600,0,3000,0,6358,2,1,1,-1,2,-1,-1,2,2,-1,-1,-1,1,-1,-1,1,1,40-49
0,310000,48,0.09568387096774192,0,0,29662,5384,4488,2630,150,335,1536,4510,2652,150,185,0,6359,1,1,1,0,0,-1,-1,-1,2,0,0,0,0,-1,-1,-1,1,40-49
0,50000,27,0.35081999999999997,0,0,17541,18716,19098,3291,1855,540,1762,1144,66,37,158,390,6360,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,140000,32,0.8679142857142857,0,0,121508,99470,83330,57609,59526,31515,5000,4000,3000,3000,2500,0,6361,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-39
1,100000,28,0.73073,1,1,73073,74739,70844,63924,57326,59654,3500,3003,1910,2400,3300,0,6362,2,2,1,2,0,0,0,0,2,0,0,1,0,0,0,0,1,20-29
0,20000,32,0.9922,1,1,19844,19238,20205,19588,20037,19880,0,1302,685,748,697,690,6363,1,3,2,1,2,0,0,0,0,1,1,1,1,0,0,0,0,30-39
1,120000,27,0.094825,0,0,11379,9559,10861,10055,11040,10466,1200,1500,0,1100,550,600,6364,2,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,20-29
0,30000,59,0.9390000000000001,0,0,28170,32597,32289,31276,30428,29371,4946,2000,1220,1232,1052,1500,6365,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50-59
1,20000,27,1.0092,0,0,20184,20702,20057,19583,19991,20446,2950,2,687,709,965,559,6366,1,3,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,20-29
1,160000,27,0.0,0,0,0,1519,0,0,0,2755,1519,0,0,0,2755,966,6367,2,2,2,1,-1,-1,-2,-2,-1,-1,-1,1,-1,-1,-1,-1,-1,20-29
0,180000,37,-0.007105555555555556,0,0,-1279,-2329,2115,2329,850,0,0,4444,214,0,0,0,6368,2,2,1,1,-2,-1,0,0,0,1,1,1,-1,-1,0,0,0,30-39
0,40000,26,0.5234,0,1,20936,20647,21561,18438,20619,17582,3000,4000,0,5000,0,8000,6369,2,1,2,0,0,0,2,2,2,0,0,0,0,0,1,1,1,20-29
0,80000,34,0.6125625,0,0,49005,49551,45930,0,0,0,2141,2150,0,0,0,0,6370,2,2,1,0,0,0,0,-2,-2,0,0,0,0,0,0,-1,-1,30-39
0,120000,31,0.9476833333333332,3,2,113722,110525,103632,-36,-18,-18,0,0,0,0,0,0,6371,1,2,2,3,3,2,2,-2,-2,3,1,1,1,1,1,-1,-1,30-39
1,20000,22,0.124,-1,-1,2480,179,1669,0,0,0,179,1669,0,0,0,0,6372,2,2,2,-1,-1,-1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,20-29
0,20000,33,0.91355,0,0,18271,19857,19090,18500,4860,4080,2967,0,0,0,0,0,6373,1,2,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,30-39
0,80000,29,0.9786625,0,0,78293,79555,77025,76991,79066,75356,3161,4000,3000,3500,3100,5700,6376,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,150000,41,0.06454666666666667,-2,-2,9682,-399,0,0,399,150,399,399,0,399,150,200,6377,2,1,2,-2,-2,-2,-2,-1,-1,-2,-1,-1,-1,-1,-1,-1,-1,40-49
1,120000,34,0.005416666666666667,2,1,650,625,300,475,300,325,300,0,500,300,500,300,6379,1,1,2,1,2,2,-1,-1,-1,2,1,1,1,1,-1,-1,-1,30-39
1,70000,27,0.3681857142857143,2,2,25773,28943,28184,28449,30379,30931,3600,0,1030,2400,1200,0,6380,2,2,1,2,2,2,0,0,2,2,1,1,1,1,0,0,1,20-29
0,150000,32,0.9423066666666666,0,0,141346,145483,146410,142858,146007,130721,10000,7000,4000,8071,4000,3283,6381,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-39
0,210000,42,0.0,0,0,0,0,0,6622,6506,6511,0,0,6622,298,1000,1179,6382,2,2,1,1,-2,-2,-1,0,0,-2,-1,1,-1,-1,-1,0,0,40-49
0,80000,30,1.0361375,1,1,82891,80997,81380,75374,77158,78710,0,3299,2699,3000,2987,3100,6383,2,2,1,1,2,0,0,0,0,1,1,1,1,0,0,0,0,30-39
0,90000,29,0.9588222222222222,0,0,86294,88412,89853,69362,70537,56775,4400,4111,2100,2200,2510,2000,6384,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,20000,22,0.89035,0,0,17807,18520,39053,20055,19606,19925,1298,1909,1666,5000,703,775,6385,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,240000,36,0.0,0,0,0,18000,18485,17406,19345,21134,18000,2000,2000,2000,3000,2000,6386,2,1,2,1,-1,0,0,0,0,1,1,1,-1,0,0,0,0,30-39
1,50000,29,0.60234,2,2,30117,30712,32332,34156,33360,25988,1370,2210,2190,1000,0,680,6387,1,2,2,2,2,0,0,2,2,2,1,1,1,0,0,1,1,20-29
0,280000,31,0.0,0,0,0,0,0,0,710,7611,0,0,0,710,7611,4750,6389,2,1,2,1,-2,-2,-2,-1,-1,-2,-1,1,-1,-1,-1,-1,-1,30-39
0,330000,47,0.0,0,0,0,0,0,3155,4550,1264,0,0,3155,4550,1264,813,6392,2,2,1,1,-2,-2,-1,-1,-1,-2,-1,1,-1,-1,-1,-1,-1,40-49
1,240000,30,0.022308333333333333,-1,-1,5354,4790,900,6849,26249,6633,4790,900,6849,26249,2200,3000,6393,1,1,2,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,30-39
